,Training Accuracy,Training Loss,Validation Accuracy,Validation Loss,Testing Accuracy,Testing Loss
0,0.49122807017543857,1.7325947880744934,0.8,0.7740936875343323,0.7333333333333333,0.8201161623001099
1,0.5614035087719298,1.4400606155395508,0.8,0.7111534476280212,0.7333333333333333,0.7310977578163147
2,0.631578947368421,1.2105364799499512,0.6666666666666666,0.6428665518760681,0.7333333333333333,0.6634161472320557
3,0.7017543859649122,1.0670278668403625,0.6,0.6024487614631653,0.7333333333333333,0.6195760369300842
4,0.8070175438596491,1.0104005932807922,0.6666666666666666,0.590382993221283,0.7333333333333333,0.6080113649368286
5,0.8421052631578947,0.9750649929046631,0.7333333333333333,0.5738155245780945,0.7,0.6144887804985046
6,0.8596491228070176,0.8798574209213257,0.7333333333333333,0.5483506917953491,0.7,0.5921198725700378
7,0.8771929824561403,0.8141595721244812,0.7333333333333333,0.5076674818992615,0.7,0.5670912265777588
8,0.8771929824561403,0.7843370735645294,0.8,0.47420114278793335,0.7,0.5502442717552185
9,0.8771929824561403,0.7147725522518158,0.8,0.44796693325042725,0.7333333333333333,0.539928674697876
10,0.8771929824561403,0.6859812140464783,0.8,0.4361405670642853,0.7333333333333333,0.5303477048873901
11,0.8771929824561403,0.6768011748790741,0.8,0.42786741256713867,0.7666666666666667,0.5196574330329895
12,0.8771929824561403,0.6209717988967896,0.8,0.41287961602211,0.7666666666666667,0.5137588977813721
13,0.8947368421052632,0.5968116819858551,0.8,0.39977341890335083,0.7666666666666667,0.5079692006111145
14,0.8947368421052632,0.575674295425415,0.8,0.38676342368125916,0.7666666666666667,0.5027374029159546
15,0.8947368421052632,0.5646888911724091,0.8,0.3794861137866974,0.7333333333333333,0.503363847732544
16,0.9122807017543859,0.5033882856369019,0.8,0.3704865872859955,0.8,0.4930003583431244
17,0.9122807017543859,0.5031071901321411,0.8,0.36329373717308044,0.8,0.4876675009727478
18,0.9473684210526315,0.4666237384080887,0.8,0.35325947403907776,0.8333333333333334,0.4837137758731842
19,0.9473684210526315,0.45498208701610565,0.8,0.34275585412979126,0.8333333333333334,0.47990527749061584
20,0.9298245614035088,0.44527819752693176,0.8,0.3361997604370117,0.7666666666666667,0.47926244139671326
